averageWaitTime,utilizationRate,totalProcessed,totalTime,totalWaitTime,averageQueueLength,maxQueueLength,idleTimes
0,0.8050040859944682,250,31816,0,1,1,"25576,25618,25691,25792,26016,25765,26161,26173,26189,26393,26542,26514,26568,26676,26946,26725,26859,27261,27516,27594,27624,27776,28006,27948,28192,28269,28308,28439,28587,28963,28669,28872,29254,29174,29160,29526,29631,29843,29862,29868,29980,30247,30416,30517,30478,30864,31020,31182,31361,31480,19591,19559,19656,19804,19817,19946,19977,20020,20017,20156,20387,20660,20726,21063,21134,20994,21470,21436,21569,21521,21720,21925,22206,22047,22265,22384,22537,22636,22632,22801,23012,23292,23317,23344,23482,23593,23745,23918,23949,24162,24254,24400,24691,24596,24936,25000,25054,25291,25387,25560"
